timestamp,amount,merchant,description,category
2024-12-22 05:14:35.569988,24.34,Tealive,Healthy smoothie,Food & Drink
2025-07-03 10:25:57.910671,296.36,Netflix,Software subscription,Bills & Utilities
2024-10-28 13:09:03.945429,185.67,Pantai Hospital,Skincare products,Health
2025-06-04 18:29:05.279952,180.02,Courts Mammoth,Appliance upgrade,Shopping
2025-03-27 18:21:41.878749,206.85,YouTube Premium,Phone bill,Bills & Utilities
2025-07-09 14:21:36.288914,35.62,Petronas,Bus fare,Transport
2025-03-04 00:02:26.092351,34.42,AirAsia Ride,Airport transfer,Transport
2025-04-21 08:12:32.272040,130.79,Econsave,Dairy and eggs,Groceries
2024-12-31 06:00:21.599023,42.02,Subway,Supper,Food & Drink
2024-10-17 08:58:02.829411,51.81,OldTown White Coffee,Coffee meeting,Food & Drink
2025-04-01 17:14:59.695607,402.03,Nike Store,Electronics purchase,Shopping
2025-07-05 03:22:52.004031,144.96,Disney+ Hotstar,Sewerage bill,Bills & Utilities
2025-06-27 16:20:03.139438,204.29,Pantai Hospital,Eye check-up,Health
2025-06-27 11:48:38.573897,31.28,Shell,Airport transfer,Transport
2024-08-23 11:21:47.775138,212.31,Alpro Pharmacy,Specialist consultation,Health
2024-12-06 12:29:23.488848,200.56,Breakout Escape Room,Weekend movie,Entertainment
2024-10-24 22:07:17.876111,414.02,Lazada,Sporting goods,Shopping
2024-10-05 16:22:19.842500,227.61,myNEWS,Organic food purchase,Groceries
2025-05-23 19:30:40.832822,147.61,Ben's Independent Grocer,Frozen food restock,Groceries
2025-06-29 12:22:10.452388,55.54,Mamak ABC,Dessert,Food & Drink
2025-06-18 21:51:35.318320,57.37,Loud Speaker Karaoke,Family outing,Entertainment
2025-03-20 13:38:49.240951,22.98,iCare Dental,Fitness supplements,Health
2024-11-18 07:37:53.010391,214.35,Optical 88,New glasses,Health
2025-02-18 21:10:09.854985,175.16,Shopee,Appliance upgrade,Shopping
2024-09-12 00:14:22.614971,50.83,B.I.G.,Fresh produce,Groceries
2025-04-25 09:13:37.925271,163.53,Astro,Water bill,Bills & Utilities
2024-09-05 16:10:37.010256,40.49,Kyochon,Supper,Food & Drink
2024-12-12 16:18:48.465586,98.75,Watsons,New glasses,Health
2025-06-19 04:31:35.613694,181.44,Caring Pharmacy,Vitamins purchase,Health
2025-07-01 13:41:40.649728,251.31,SYABAS,Mobile postpaid,Bills & Utilities
2024-08-06 06:36:13.703660,116.16,Anytime Fitness,Dental check-up,Health
2024-12-31 19:54:01.850791,723.53,IKEA,Sneakers,Shopping
2025-04-22 13:29:00.240332,504.64,H&M,Furniture purchase,Shopping
2025-07-28 11:18:22.392794,166.22,TIME Internet,Monthly subscription,Bills & Utilities
2025-01-24 23:02:38.302845,37.35,The Coffee House,Morning coffee,Food & Drink
2025-01-12 00:27:12.566662,92.61,Cold Storage,Weekly groceries,Groceries
2024-10-04 03:21:17.775711,235.19,Checkers Hypermarket,Household items,Groceries
2025-06-14 07:51:14.101343,157.04,Optical 88,Prescription medicine,Health
2025-03-02 19:47:56.981215,181.67,PlayStation Store,Magazine subscription,Entertainment
2025-06-18 01:20:25.994816,213.4,Machines (Apple),Book purchase,Shopping
2025-01-24 13:05:00.101421,24.08,Pizza Hut,Healthy smoothie,Food & Drink
2024-08-30 17:29:15.878711,7.65,OldTown White Coffee,Ice cream treat,Food & Drink
2024-11-16 06:26:24.302454,206.12,Guardian,Specialist consultation,Health
2025-01-29 23:54:42.030198,19.16,Watsons,Dental check-up,Health
2025-04-11 05:53:05.537476,537.6,Zalora,New clothes,Shopping
2025-05-11 03:16:16.034943,30.16,Subway,Coffee meeting,Food & Drink
2025-05-22 14:08:31.579977,28.11,Unifi,Cloud storage fee,Bills & Utilities
2024-12-10 17:35:19.809940,38.49,Caltex,Flight ticket booking,Transport
2025-07-25 16:19:46.191936,211.95,B.I.G.,Buying snacks,Groceries
2024-09-13 07:49:48.608033,72.96,B.I.G.,Fresh produce,Groceries
2025-07-19 20:47:21.893672,47.51,Easybook,Parking fee,Transport
2024-08-27 04:27:18.747484,151.58,KidZania,Escape room game,Entertainment
2024-11-23 10:07:02.660502,157.68,GSC Cinemas,Concert tickets,Entertainment
2025-02-11 15:04:42.050620,158.69,Columbia Asia Hospital,First aid supplies,Health
2025-04-23 10:40:24.160376,564.9,Shopee,Sneakers,Shopping
2025-01-27 14:39:57.240396,46.25,Moovit,Car rental,Transport
2024-11-29 11:07:12.839552,17.83,Domino's Pizza,Dinner takeout,Food & Drink
2024-08-13 10:05:35.835380,272.0,Air Selangor,Cable TV subscription,Bills & Utilities
2025-01-28 12:44:20.933912,115.45,District 21,Concert tickets,Entertainment
2025-03-04 16:38:59.298882,218.49,Spotify,Water bill,Bills & Utilities
2024-10-07 00:18:07.456569,162.83,Genting SkyWorlds,Family outing,Entertainment
2024-12-19 08:35:59.412135,159.46,GSC Cinemas,In-game purchase,Entertainment
2025-07-17 00:48:41.189651,150.22,BIG Pharmacy,Health screening,Health
2024-09-27 14:43:58.035537,52.75,Secret Recipe,Lunch with colleagues,Food & Drink
2024-12-09 01:44:45.166582,256.17,NSK Trade City,Canned goods,Groceries
2025-03-13 09:56:06.694374,37.82,AirAsia Ride,Ride to work,Transport
2025-07-29 01:06:11.771699,118.73,Redbox Karaoke,Karaoke session,Entertainment
2024-10-18 19:52:16.518533,248.25,KidZania,Online game purchase,Entertainment
2025-07-14 13:14:34.767246,62.82,Ticketmaster,Stand-up comedy show,Entertainment
2025-07-07 21:59:12.618281,111.81,YouTube Premium,Water bill,Bills & Utilities
2024-11-02 13:26:32.985412,91.98,Cold Storage,Fresh produce,Groceries
2025-06-05 12:30:56.709785,129.24,District 21,Weekend movie,Entertainment
2024-09-12 09:37:23.849431,50.37,Gong Cha,Ice cream treat,Food & Drink
2024-10-04 02:28:29.135178,5.58,Zus Coffee,Team lunch,Food & Drink
2024-08-05 13:02:22.135906,255.67,Cold Storage,Buying fresh milk and bread,Groceries
2024-09-02 14:47:35.069133,5.09,Boost Juice,Morning coffee,Food & Drink
2024-10-16 09:32:32.841784,130.82,Steam Games,In-game purchase,Entertainment
2025-06-16 15:46:38.686578,108.87,GNC Live Well,New glasses,Health
2024-12-05 12:53:11.839108,608.2,Uniqlo,Office attire,Shopping
2025-01-30 03:50:51.143536,148.91,99 Speedmart,Household items,Groceries
2025-04-14 17:07:18.381650,11.77,Pizza Hut,Ice cream treat,Food & Drink
2025-07-31 23:19:03.884090,118.91,Pantai Hospital,Vitamins purchase,Health
2024-08-12 12:22:18.067702,9.2,Burger King,Boba tea,Food & Drink
2025-04-21 07:14:44.559712,345.33,BMS Organics,Canned goods,Groceries
2024-09-13 02:11:57.716399,122.65,TIME Internet,Gas bill,Bills & Utilities
2025-07-05 19:08:53.564075,24.11,Tealive,Breakfast set,Food & Drink
2025-02-05 13:21:51.251889,28.42,MRT,Ride to work,Transport
2025-07-27 09:15:51.831376,163.78,TGV Cinemas,Family outing,Entertainment
2025-03-01 23:58:26.619495,29.76,Mamak ABC,Coffee meeting,Food & Drink
2025-03-09 05:09:07.547377,42.96,Haidilao,Dessert,Food & Drink
2025-03-21 00:44:31.358970,19.14,Haidilao,Weekend brunch,Food & Drink
2025-07-15 23:54:15.581980,212.52,BIG Pharmacy,Doctor's visit,Health
2024-10-04 05:28:02.387478,216.08,99 Speedmart,Frozen food restock,Groceries
2025-06-23 21:31:04.548059,469.61,Courts Mammoth,Appliance upgrade,Shopping
2024-08-30 19:57:18.387188,159.8,KidZania,In-game purchase,Entertainment
2025-02-17 09:46:18.831017,23.33,KTM Komuter,Road trip fuel,Transport
2025-05-31 03:31:45.468565,318.04,Astro,Cloud storage fee,Bills & Utilities
2025-06-01 17:07:35.492980,16.12,Grab,E-hailing service,Transport
2025-04-25 03:57:51.277776,12.67,Secret Recipe,Team lunch,Food & Drink
2025-04-10 09:12:34.890009,719.41,Mr. D.I.Y.,Appliance upgrade,Shopping
2024-09-29 14:15:27.005652,123.99,Fitness First,Gym membership,Health
2025-04-15 22:51:55.033792,171.72,Sunway Medical Centre,Skincare products,Health
2025-05-28 17:08:09.426314,128.27,PlayStation Store,Movie tickets,Entertainment
2024-10-25 22:30:01.286686,104.25,Econsave,Restocking pantry,Groceries
2025-04-19 21:00:24.454591,41.09,The Coffee House,Lunch with colleagues,Food & Drink
2025-02-05 12:18:27.186415,299.42,KK Super Mart,Buying snacks,Groceries
2025-01-01 21:01:12.547994,217.32,Cold Storage,Baking supplies,Groceries
2025-06-15 18:36:14.555152,228.42,Fitness First,Specialist consultation,Health
2025-05-17 13:04:21.298444,186.09,Village Grocer,Frozen food restock,Groceries
2025-03-31 07:30:45.055190,131.3,YouTube Premium,Mobile postpaid,Bills & Utilities
2024-10-05 13:34:00.402190,124.18,Unifi,Electricity bill,Bills & Utilities
2025-05-22 13:23:52.497327,210.32,Loud Speaker Karaoke,Stand-up comedy show,Entertainment
2025-05-26 18:17:35.485470,18.8,OldTown White Coffee,Healthy smoothie,Food & Drink
2025-07-11 09:11:00.576514,44.82,Petronas,Toll payment,Transport
2024-09-04 20:27:31.522807,54.36,RapidKL Bus,Flight ticket booking,Transport
2024-09-04 05:00:23.723778,166.28,Caring Pharmacy,Eye check-up,Health
2024-09-14 02:22:31.034722,123.59,iCare Dental,Specialist consultation,Health
2024-11-11 06:05:12.305166,181.63,Genting SkyWorlds,Live event,Entertainment
2024-09-04 00:24:46.411964,19.9,Caring Pharmacy,Prescription medicine,Health
2025-07-27 20:10:27.831681,104.99,Lotus's,Beverages and snacks,Groceries
2025-02-07 06:54:06.356958,48.55,Pizza Hut,Birthday celebration dinner,Food & Drink
2025-06-20 06:08:11.017321,414.8,Sunway Pyramid,Handbag purchase,Shopping
2024-11-08 13:11:10.666298,409.9,Nike Store,Book purchase,Shopping
2025-05-11 15:30:26.300590,22.61,Tenaga Nasional,Phone bill,Bills & Utilities
2025-01-13 13:22:10.424906,94.99,Mid Valley Megamall,Laptop purchase,Shopping
2024-09-26 10:21:59.893663,160.91,Loud Speaker Karaoke,Online game purchase,Entertainment
2025-01-25 16:40:49.525472,32.78,KFC,Supper,Food & Drink
2024-09-22 00:15:06.910041,336.45,TIME Internet,Music streaming,Bills & Utilities
2024-09-10 01:57:38.729285,44.28,Setel,Bus ticket to Penang,Transport
2025-04-11 03:27:50.108516,347.3,Machines (Apple),Laptop purchase,Shopping
2025-08-02 22:01:26.266810,80.86,Aquaria KLCC,Live event,Entertainment
2024-11-22 23:20:04.947927,140.31,TGV Cinemas,Online game purchase,Entertainment
2024-12-20 14:31:58.239448,198.0,Klinik Kesihatan,Physiotherapy session,Health
2024-12-11 04:35:41.500712,9.89,Caltex,Parking fee,Transport
2025-02-09 02:44:33.420056,48.94,Sushi King,Birthday celebration dinner,Food & Drink
2025-04-04 11:16:51.082818,576.11,Lazada,Office attire,Shopping
2024-11-18 19:54:13.429406,38.12,AirAsia Ride,Flight ticket booking,Transport
2025-06-23 10:30:49.228533,29.04,Sunway Medical Centre,Dental scaling,Health
2024-11-01 12:01:02.943080,55.03,Shell,Airport commute,Transport
2024-11-11 16:36:34.434689,36.1,KLIA Transit,Flight ticket booking,Transport
2025-01-11 04:38:04.734568,34.4,The Alley,Birthday celebration dinner,Food & Drink
2025-07-03 16:16:51.787003,311.94,Cold Storage,Canned goods,Groceries
2024-08-26 19:07:31.286703,160.31,Netflix,Internet bill,Bills & Utilities
2025-03-15 04:01:10.014134,177.84,Netflix,Streaming service,Bills & Utilities
2025-04-25 12:18:17.438565,122.99,Klinik Kesihatan,Skincare products,Health
2025-01-23 20:17:33.516063,65.77,Checkers Hypermarket,Restocking pantry,Groceries
2024-09-14 07:55:41.099808,44.96,AirAsia Ride,Airport commute,Transport
2024-11-09 00:15:09.237588,29.78,Subway,Healthy smoothie,Food & Drink
2025-04-08 03:36:40.928664,31.22,Checkers Hypermarket,Household items,Groceries
2025-02-08 15:40:42.266276,220.84,Lotus's,Household items,Groceries
2025-06-01 08:22:52.335873,230.31,Watsons,Over-the-counter meds,Health
2024-08-08 11:59:19.026062,110.27,KK Super Mart,Bulk buying,Groceries
2025-04-10 21:38:30.505004,60.89,Econsave,Beverages and snacks,Groceries
2025-02-25 00:15:53.157663,56.94,The Alley,Coffee meeting,Food & Drink
2024-09-10 12:52:39.354122,292.55,Lazada,Fashion accessories,Shopping
2024-10-19 17:25:20.586725,206.83,Aquaria KLCC,In-game purchase,Entertainment
2025-02-26 20:15:06.404146,152.19,Fitness First,Doctor's visit,Health
2025-05-01 19:41:52.981476,150.81,Lotus's,Household items,Groceries
2024-09-06 02:27:09.907757,113.97,TGV Cinemas,Concert tickets,Entertainment
2024-09-08 21:10:25.198150,245.46,Caring Pharmacy,Specialist consultation,Health
2024-10-05 09:04:11.540060,40.7,District 21,Concert tickets,Entertainment
2025-07-22 08:50:23.432006,49.4,Domino's Pizza,Dessert,Food & Drink
2024-10-26 02:17:15.349259,164.75,NSK Trade City,Organic food purchase,Groceries
2025-04-09 07:39:38.654392,100.34,Watsons,Prescription medicine,Health
2025-06-02 15:17:38.934824,41.67,Tealive,Quick bite,Food & Drink
2025-02-08 11:10:39.943393,270.58,TIME Internet,Software subscription,Bills & Utilities
2024-09-23 15:36:11.844622,72.84,Optical 88,Over-the-counter meds,Health
2025-03-23 02:34:42.356339,135.19,Alpro Pharmacy,Annual health check,Health
2025-01-05 11:52:25.656582,177.79,SYABAS,Electricity bill,Bills & Utilities
2025-04-02 12:06:02.426210,116.14,Sunway Lagoon,Live event,Entertainment
2024-08-05 14:47:55.797904,26.54,SOCAR,Bus ticket to Penang,Transport
2024-12-25 15:32:47.454686,176.82,Redbox Karaoke,Escape room game,Entertainment
2025-06-07 10:25:33.263227,224.98,Watsons,Fitness supplements,Health
2025-04-24 06:50:49.791741,120.14,KK Super Mart,Canned goods,Groceries
2024-09-05 12:56:27.891752,14.72,Zus Coffee,Lunch with colleagues,Food & Drink
2025-03-16 06:24:51.696229,593.0,All IT Hypermarket,Phone case,Shopping
2025-03-30 09:39:24.088754,251.33,Maxis,Domain name renewal,Bills & Utilities
2025-06-03 12:13:29.310193,112.83,Tenaga Nasional,Sewerage bill,Bills & Utilities
2024-08-29 21:55:10.336629,63.75,Lotus's,Household items,Groceries
2025-07-02 18:56:59.955204,194.53,KidZania,Karaoke session,Entertainment
2025-04-13 00:56:20.628562,99.66,Unifi,Internet bill,Bills & Utilities
2025-07-27 21:50:15.627070,247.44,Genting SkyWorlds,Online game purchase,Entertainment
2024-09-07 22:40:14.161952,286.29,Adidas,Skincare haul,Shopping
2024-12-26 11:22:47.398466,86.39,Columbia Asia Hospital,Skincare products,Health
2024-09-21 21:53:25.108818,14.39,RapidKL Bus,Airport transfer,Transport
2024-11-09 00:32:20.235172,158.87,Sunway Lagoon,Movie tickets,Entertainment
2025-07-30 10:04:18.687068,91.7,H&M,New shoes,Shopping
2024-11-09 12:34:15.397088,34.28,Anytime Fitness,Dental check-up,Health
2024-10-03 17:01:32.814770,152.78,Caring Pharmacy,Specialist consultation,Health
2025-03-10 15:00:38.442067,49.94,FamilyMart,Breakfast set,Food & Drink
2024-08-05 15:25:56.848221,64.23,Amazon,Fashion accessories,Shopping
2025-01-16 09:02:43.154422,16.38,Easybook,Bus fare,Transport
2024-08-23 03:20:56.496126,32.55,McDonald's,Ice cream treat,Food & Drink
2025-06-15 10:09:18.865281,275.11,Typo,Office attire,Shopping
2024-10-21 19:37:05.529015,144.32,Unifi,Phone bill,Bills & Utilities
2025-01-31 01:31:59.175316,598.12,Shopee,Running shoes,Shopping
2024-11-08 18:07:11.987142,182.66,Columbia Asia Hospital,Prescription medicine,Health
2025-07-18 12:47:43.223219,308.3,Econsave,Canned goods,Groceries
2024-09-24 01:44:49.692441,46.84,Caring Pharmacy,Skincare products,Health
2024-08-16 10:27:11.160843,140.21,KidZania,In-game purchase,Entertainment
2025-05-14 09:58:17.320515,206.02,Watsons,New glasses,Health
2025-01-05 16:02:53.956892,211.24,Fitness First,Gym membership,Health
2025-04-10 05:12:33.976636,185.62,Adobe Creative Cloud,Phone bill,Bills & Utilities
2025-04-10 17:22:29.126240,224.05,Anytime Fitness,First aid supplies,Health
2025-05-25 04:53:55.480889,43.16,Starbucks,Quick bite,Food & Drink
2025-04-30 13:51:21.629200,60.97,GSC Cinemas,Weekend movie,Entertainment
2025-03-09 20:54:05.224776,331.75,Digi,Monthly subscription,Bills & Utilities
2024-12-29 05:41:09.282663,157.82,Disney+ Hotstar,Electricity bill,Bills & Utilities
2024-10-18 06:00:43.882917,62.71,Cotton On,Formal dress,Shopping
2025-01-16 12:58:39.920743,60.34,iCare Dental,Vitamins purchase,Health
2024-10-19 04:09:22.952067,210.17,Fitness First,Eye check-up,Health
2024-08-29 09:46:24.461419,159.28,Ben's Independent Grocer,Organic food purchase,Groceries
2025-07-29 19:42:02.718979,20.35,Grab,Road trip fuel,Transport
2025-03-20 00:15:08.482183,54.98,Moovit,Public transport pass,Transport
2025-04-24 09:25:20.521336,251.51,Harvey Norman,Laptop purchase,Shopping
2024-10-28 20:01:12.213951,100.54,TIME Internet,Cable TV subscription,Bills & Utilities
2025-02-18 10:50:13.093590,291.8,Checkers Hypermarket,Dairy and eggs,Groceries
2024-12-18 03:36:43.541145,238.12,Cold Storage,Restocking pantry,Groceries
2024-11-21 01:33:53.813538,39.92,Firefly Airlines,Flight ticket booking,Transport
2025-05-28 14:36:24.116735,80.07,iCare Dental,Prescription medicine,Health
2024-10-14 20:40:11.450431,37.93,Zus Coffee,Weekend brunch,Food & Drink
2025-05-11 20:44:44.010836,29.58,Secret Recipe,Business dinner,Food & Drink
2025-05-20 19:15:13.550633,190.3,Columbia Asia Hospital,Specialist consultation,Health
2025-06-24 00:27:11.178217,49.89,KLIA Transit,Bus ticket to Penang,Transport
2024-09-24 01:31:11.953441,493.99,Times Bookstore,Formal dress,Shopping
2025-01-03 03:03:11.780558,128.21,YouTube Premium,Internet bill,Bills & Utilities
2025-05-25 16:14:05.164693,263.6,NSK Trade City,Beverages and snacks,Groceries
2025-05-06 03:07:53.655883,332.33,Air Selangor,Monthly subscription,Bills & Utilities
2024-10-16 09:02:56.818736,246.59,Ticketmaster,Adventure park tickets,Entertainment
2025-06-06 17:53:29.268380,30.27,KLIA Ekspres,Toll payment,Transport
2025-03-31 17:24:26.693502,93.01,Alpro Pharmacy,Annual health check,Health
2025-04-29 18:05:17.085680,81.89,Caring Pharmacy,Prescription medicine,Health
2024-11-17 09:28:25.994322,230.17,BIG Pharmacy,Dental scaling,Health
2024-09-22 01:25:00.736511,286.83,Ben's Independent Grocer,Bulk buying,Groceries
2025-07-20 22:34:02.670382,12.74,SOCAR,Parking fee,Transport
2024-08-14 12:03:04.791683,53.74,Tealive,Breakfast set,Food & Drink
2024-10-21 16:29:55.799606,32.27,Firefly Airlines,Commuter train pass,Transport
2025-04-16 00:11:08.659459,245.27,Caring Pharmacy,New glasses,Health
2025-05-05 04:36:03.686149,62.01,KK Super Mart,Weekly grocery run,Groceries
2025-06-25 04:37:19.836105,6.73,AirAsia Ride,Expressway toll,Transport
2025-07-22 12:32:57.197273,110.99,99 Speedmart,Household items,Groceries
2024-10-21 12:14:17.942272,23.08,TGV Cinemas,Stand-up comedy show,Entertainment
2025-01-01 13:25:16.287081,99.17,99 Speedmart,Frozen food restock,Groceries
2025-01-10 21:49:25.797619,184.51,GSC Cinemas,Stand-up comedy show,Entertainment
2024-10-15 13:39:51.004648,273.68,Econsave,Fresh produce,Groceries
2024-08-23 13:04:25.712365,154.47,Uniqlo,Online order,Shopping
2025-07-29 12:17:33.007853,13.41,Tealive,Healthy smoothie,Food & Drink
2024-12-18 19:15:36.026683,30.02,MRT,Airport commute,Transport
2025-01-10 14:46:00.432792,5.86,McDonald's,Lunch with colleagues,Food & Drink
2024-08-15 06:12:49.155843,82.33,Spotify,Phone bill,Bills & Utilities
2025-03-03 09:36:45.779596,144.04,Aquaria KLCC,Adventure park tickets,Entertainment
2025-02-28 16:43:12.314739,246.83,Times Bookstore,New clothes,Shopping
2025-04-16 11:21:22.693339,26.97,Haidilao,Coffee meeting,Food & Drink
2025-03-19 04:06:25.649278,53.8,The Alley,Morning coffee,Food & Drink
2024-11-04 18:37:35.934794,33.06,FamilyMart,Dinner takeout,Food & Drink
2025-01-25 01:26:33.996161,290.72,Cold Storage,Buying snacks,Groceries
2024-10-01 04:05:54.117347,29.51,Burger King,Healthy smoothie,Food & Drink
2024-12-25 23:42:13.492035,123.07,All IT Hypermarket,Electronics purchase,Shopping
2024-11-25 14:54:50.956850,17.66,Aquaria KLCC,Family outing,Entertainment
2025-06-24 06:39:23.357270,59.43,MRT,E-hailing service,Transport
2024-10-06 23:54:24.198908,510.75,Kinokuniya,Phone case,Shopping
2025-03-14 00:03:10.037829,124.82,Optical 88,Skincare products,Health
2025-04-05 15:12:33.398597,22.9,Lotus's,Buying fresh milk and bread,Groceries
2024-10-01 01:37:27.898750,133.56,GSC Cinemas,Karaoke session,Entertainment
2025-01-07 23:29:19.640357,165.48,Amazon,Gift for friend,Shopping
2025-06-27 06:23:29.101727,47.44,LRT Kelana Jaya,Road trip fuel,Transport
2024-08-22 00:14:48.115176,499.98,Mr. D.I.Y.,Running shoes,Shopping
2024-10-13 10:34:06.421782,330.07,AEON,Buying snacks,Groceries
2024-12-28 05:02:09.103894,131.52,myNEWS,Organic food purchase,Groceries
2025-05-11 13:47:11.957028,235.82,Optical 88,Fitness supplements,Health
2025-07-27 14:50:47.976717,303.81,Disney+ Hotstar,Water bill,Bills & Utilities
2025-02-19 22:42:05.477377,197.32,Sunway Pyramid,Appliance upgrade,Shopping
2025-07-22 16:29:16.016269,78.9,Cold Storage,Bulk buying,Groceries
2024-09-09 22:01:00.459021,24.99,Domino's Pizza,Boba tea,Food & Drink
2025-02-09 17:12:14.352993,58.96,Secret Recipe,Breakfast set,Food & Drink
2024-08-05 11:26:02.774676,489.95,H&M,Sporting goods,Shopping
2025-02-04 19:47:22.375692,331.55,Checkers Hypermarket,Beverages and snacks,Groceries
2025-07-05 21:07:27.893957,176.56,Genting SkyWorlds,Theme park tickets,Entertainment
2024-10-06 07:02:52.333729,62.73,BIG Pharmacy,Physiotherapy session,Health
2024-09-06 21:17:10.809249,53.92,Pizza Hut,Business dinner,Food & Drink
2024-09-19 21:06:46.517474,159.53,Optical 88,Prescription medicine,Health
2025-01-23 15:12:33.270904,53.65,SOCAR,Fuel top-up,Transport
2025-01-18 01:45:08.364298,73.47,B.I.G.,Baking supplies,Groceries
2025-05-06 11:17:47.043562,247.09,Giant,Weekly groceries,Groceries
2025-01-20 09:01:09.854932,221.19,Typo,Running shoes,Shopping
2025-04-02 02:56:39.473867,55.63,RapidKL Bus,Toll payment,Transport
2025-07-10 04:06:15.811294,194.59,Lotus's,Weekly groceries,Groceries
2025-06-17 09:52:30.255056,29.37,KK Super Mart,Weekly grocery run,Groceries
2024-11-07 02:07:47.286412,93.07,Fitness First,Over-the-counter meds,Health
2024-10-27 04:11:48.521231,20.9,The Coffee House,Healthy smoothie,Food & Drink
2025-02-03 03:11:34.679813,121.73,AEON,Beverages and snacks,Groceries
2025-06-21 23:39:40.267358,211.85,Anytime Fitness,Fitness supplements,Health
2024-10-07 02:12:10.702599,157.33,Times Bookstore,New shoes,Shopping
2025-06-11 10:34:35.400603,36.56,MRT,E-hailing service,Transport
2024-11-11 01:43:13.434586,152.13,District 21,Adventure park tickets,Entertainment
2024-09-29 19:52:19.904094,572.74,Shopee,Gadget purchase,Shopping
2024-10-13 09:04:40.400329,21.93,Firefly Airlines,Train ticket,Transport
2024-09-13 01:06:07.538149,228.3,Steam Games,Live event,Entertainment
2024-12-26 18:24:43.359814,18.01,Zus Coffee,Ice cream treat,Food & Drink
2024-10-20 22:14:08.374117,20.19,Giant,Restocking pantry,Groceries
2025-07-21 11:58:38.859848,25.69,Breakout Escape Room,Aquarium visit,Entertainment
2024-08-11 10:46:16.781164,217.83,Econsave,Fresh produce,Groceries
2024-08-19 15:25:18.200497,41.34,BIG Pharmacy,Health screening,Health
2025-06-23 05:37:04.423581,324.59,All IT Hypermarket,Phone case,Shopping
2025-05-19 23:02:08.180021,132.21,NSK Trade City,Canned goods,Groceries
2025-01-29 13:02:20.627997,88.47,Optical 88,Over-the-counter meds,Health
2025-05-25 23:03:58.669903,35.93,Subway,Birthday celebration dinner,Food & Drink
2024-12-15 19:56:20.121482,84.84,Columbia Asia Hospital,Fitness supplements,Health
2024-10-20 00:30:17.630504,23.84,SOCAR,Flight ticket booking,Transport
2025-04-09 09:16:25.866143,338.16,Indah Water Konsortium,Internet bill,Bills & Utilities
2024-09-23 13:00:54.286753,206.96,Sunway Medical Centre,Fitness supplements,Health
2024-08-17 09:29:24.979720,584.78,Times Bookstore,Birthday gift,Shopping
2025-07-24 04:39:31.468165,203.59,TGV Cinemas,Magazine subscription,Entertainment
2024-09-20 01:43:25.904697,27.53,FamilyMart,Birthday celebration dinner,Food & Drink
2025-04-05 02:35:15.876877,59.0,Petronas,Toll payment,Transport
2025-06-28 02:40:12.365207,36.18,Times Bookstore,Appliance upgrade,Shopping
2024-12-19 03:51:47.724168,113.32,Ben's Independent Grocer,Frozen food restock,Groceries
2025-03-29 02:44:07.545669,729.01,Decathlon,New shoes,Shopping
2024-10-20 19:58:33.181034,175.68,KidZania,Stand-up comedy show,Entertainment
2024-11-12 11:09:41.973410,195.92,Spotify,Streaming service,Bills & Utilities
2025-07-11 21:44:29.151865,48.98,Easybook,Train ticket,Transport
2025-01-18 20:19:16.260097,181.95,Aquaria KLCC,Live event,Entertainment
2025-03-03 13:13:56.449146,39.6,IKEA,Formal dress,Shopping
2024-09-15 15:49:39.913944,759.79,Amazon,Online order,Shopping
2025-01-09 17:36:59.724725,5.91,Caltex,Airport transfer,Transport
2024-12-19 03:56:04.583917,30.4,B.I.G.,Buying fresh milk and bread,Groceries
2025-06-26 12:00:31.655669,69.03,Redbox Karaoke,Online game purchase,Entertainment
2024-12-08 08:48:30.221480,20.39,Boost Juice,Coffee meeting,Food & Drink
2025-02-14 04:06:27.055851,79.68,Redbox Karaoke,Movie tickets,Entertainment
2025-03-09 12:04:32.164620,249.47,Genting SkyWorlds,Adventure park tickets,Entertainment
2024-10-29 22:26:42.584154,51.53,Gong Cha,Breakfast set,Food & Drink
2024-11-30 19:45:46.397549,332.88,Google Workspace,Water bill,Bills & Utilities
2025-04-12 09:10:56.829281,136.8,Genting SkyWorlds,Karaoke session,Entertainment
2025-02-01 18:43:38.129053,147.87,Breakout Escape Room,Theme park tickets,Entertainment
2024-09-10 07:30:50.541027,50.87,Steam Games,Karaoke session,Entertainment
2025-07-10 13:03:10.694151,44.59,Loud Speaker Karaoke,Online game purchase,Entertainment
2024-08-26 21:34:53.205507,305.97,Indah Water Konsortium,Domain name renewal,Bills & Utilities
2025-03-13 21:20:31.713010,745.36,Kinokuniya,Sporting goods,Shopping
2025-08-04 19:47:35.371019,609.84,Sunway Pyramid,Office attire,Shopping
2025-02-27 22:52:40.175708,50.87,SOCAR,Public transport pass,Transport
2025-07-07 20:35:40.572945,10.91,KTM Komuter,Flight ticket booking,Transport
2024-09-03 00:41:12.058753,182.13,Watsons,Health screening,Health
2025-07-01 20:36:43.413484,401.68,Typo,Appliance upgrade,Shopping
2025-02-25 16:49:30.790029,204.89,KK Super Mart,Weekly groceries,Groceries
2025-03-27 14:28:37.102341,167.17,Optical 88,Annual health check,Health
2025-05-22 17:03:00.857431,15.49,Starbucks,Quick bite,Food & Drink
2025-07-13 13:56:47.254935,29.16,FamilyMart,Ice cream treat,Food & Drink
2025-01-16 19:27:55.699956,259.49,Unifi,Electricity bill,Bills & Utilities
2025-04-14 00:08:21.252311,50.03,Firefly Airlines,Road trip fuel,Transport
